date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:46:29	28785/28785	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Nov%202023%2004:16:29%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/five_star_coffee_coffe_cup_moments_signature_romance_sampler_package_3_compact.png?v=1553332927	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/five_star_coffee_coffe_cup_moments_signature_romance_sampler_package_3_compact4787.png	(from https://theme650-coffe-shop.myshopify.com/products/five-star-coffee-coffe-cup-moments-signature-romance-sampler-package)
09:46:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:16:29%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/five_star_coffee_coffe_cup_moments_signature_romance_sampler_package_4_compact.png?v=1553332927	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/five_star_coffee_coffe_cup_moments_signature_romance_sampler_package_4_compact4787.png	(from https://theme650-coffe-shop.myshopify.com/products/five-star-coffee-coffe-cup-moments-signature-romance-sampler-package)
09:46:31	28575/28575	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Nov%202023%2004:16:31%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/five_star_coffee_coffe_cup_moments_signature_romance_sampler_package_4_compact.png?v=1553332927	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/five_star_coffee_coffe_cup_moments_signature_romance_sampler_package_4_compact4787.png	(from https://theme650-coffe-shop.myshopify.com/products/five-star-coffee-coffe-cup-moments-signature-romance-sampler-package)
09:46:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:16:31%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/five_star_coffee_coffe_cup_moments_signature_romance_sampler_package_5_compact.png?v=1553332927	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/five_star_coffee_coffe_cup_moments_signature_romance_sampler_package_5_compact4787.png	(from https://theme650-coffe-shop.myshopify.com/products/five-star-coffee-coffe-cup-moments-signature-romance-sampler-package)
09:46:32	28737/28737	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Nov%202023%2004:16:32%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/five_star_coffee_coffe_cup_moments_signature_romance_sampler_package_5_compact.png?v=1553332927	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/five_star_coffee_coffe_cup_moments_signature_romance_sampler_package_5_compact4787.png	(from https://theme650-coffe-shop.myshopify.com/products/five-star-coffee-coffe-cup-moments-signature-romance-sampler-package)
09:46:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:16:33%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/guilt_free_decaf_by_findlays_finest_gourmet_coffee_1_grande.png?v=1553332921	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/guilt_free_decaf_by_findlays_finest_gourmet_coffee_1_grande7164.png	(from https://theme650-coffe-shop.myshopify.com/products/guilt-free-decaf-by-findlays-finest-gourmet-coffee)
09:46:33	2442/2442	---MCZ	200	added ('OK')	application/json+oembed	etag:%22cacheable:8fce4c1cdeca8e4820f85e57928bf170%22	https://theme650-coffe-shop.myshopify.com/products/guilt-free-decaf-by-findlays-finest-gourmet-coffee.oembed	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/products/guilt-free-decaf-by-findlays-finest-gourmet-coffee.oembed	(from https://theme650-coffe-shop.myshopify.com/products/guilt-free-decaf-by-findlays-finest-gourmet-coffee)
09:46:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:16:34%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/guilt_free_decaf_by_findlays_finest_gourmet_coffee_1_compact.png?v=1553332921	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/guilt_free_decaf_by_findlays_finest_gourmet_coffee_1_compact7164.png	(from https://theme650-coffe-shop.myshopify.com/products/guilt-free-decaf-by-findlays-finest-gourmet-coffee)
09:46:34	320328/320328	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Nov%202023%2004:16:34%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/guilt_free_decaf_by_findlays_finest_gourmet_coffee_1_grande.png?v=1553332921	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/guilt_free_decaf_by_findlays_finest_gourmet_coffee_1_grande7164.png	(from https://theme650-coffe-shop.myshopify.com/products/guilt-free-decaf-by-findlays-finest-gourmet-coffee)
09:46:36	31403/31403	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Nov%202023%2004:16:34%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/guilt_free_decaf_by_findlays_finest_gourmet_coffee_1_compact.png?v=1553332921	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/guilt_free_decaf_by_findlays_finest_gourmet_coffee_1_compact7164.png	(from https://theme650-coffe-shop.myshopify.com/products/guilt-free-decaf-by-findlays-finest-gourmet-coffee)
09:46:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:16:35%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/guilt_free_decaf_by_findlays_finest_gourmet_coffee_2_compact.png?v=1553332921	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/guilt_free_decaf_by_findlays_finest_gourmet_coffee_2_compact7164.png	(from https://theme650-coffe-shop.myshopify.com/products/guilt-free-decaf-by-findlays-finest-gourmet-coffee)
09:46:38	32238/32238	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Nov%202023%2004:16:36%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/guilt_free_decaf_by_findlays_finest_gourmet_coffee_2_compact.png?v=1553332921	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/guilt_free_decaf_by_findlays_finest_gourmet_coffee_2_compact7164.png	(from https://theme650-coffe-shop.myshopify.com/products/guilt-free-decaf-by-findlays-finest-gourmet-coffee)
09:46:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:16:36%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/guilt_free_decaf_by_findlays_finest_gourmet_coffee_3_compact.png?v=1553332921	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/guilt_free_decaf_by_findlays_finest_gourmet_coffee_3_compact7164.png	(from https://theme650-coffe-shop.myshopify.com/products/guilt-free-decaf-by-findlays-finest-gourmet-coffee)
09:46:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:16:38%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/guilt_free_decaf_by_findlays_finest_gourmet_coffee_4_compact.png?v=1553332921	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/guilt_free_decaf_by_findlays_finest_gourmet_coffee_4_compact7164.png	(from https://theme650-coffe-shop.myshopify.com/products/guilt-free-decaf-by-findlays-finest-gourmet-coffee)
09:46:39	38145/38145	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Nov%202023%2004:16:38%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/guilt_free_decaf_by_findlays_finest_gourmet_coffee_3_compact.png?v=1553332921	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/guilt_free_decaf_by_findlays_finest_gourmet_coffee_3_compact7164.png	(from https://theme650-coffe-shop.myshopify.com/products/guilt-free-decaf-by-findlays-finest-gourmet-coffee)
09:46:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:16:40%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/guilt_free_decaf_by_findlays_finest_gourmet_coffee_5_compact.png?v=1553332921	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/guilt_free_decaf_by_findlays_finest_gourmet_coffee_5_compact7164.png	(from https://theme650-coffe-shop.myshopify.com/products/guilt-free-decaf-by-findlays-finest-gourmet-coffee)
09:46:41	35777/35777	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Nov%202023%2004:16:39%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/guilt_free_decaf_by_findlays_finest_gourmet_coffee_4_compact.png?v=1553332921	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/guilt_free_decaf_by_findlays_finest_gourmet_coffee_4_compact7164.png	(from https://theme650-coffe-shop.myshopify.com/products/guilt-free-decaf-by-findlays-finest-gourmet-coffee)
09:46:42	30650/30650	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Nov%202023%2004:16:41%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/guilt_free_decaf_by_findlays_finest_gourmet_coffee_5_compact.png?v=1553332921	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/guilt_free_decaf_by_findlays_finest_gourmet_coffee_5_compact7164.png	(from https://theme650-coffe-shop.myshopify.com/products/guilt-free-decaf-by-findlays-finest-gourmet-coffee)
09:46:43	2383/2383	---MCZ	200	added ('OK')	application/json+oembed	etag:%22cacheable:5353a2815db7e657fbab5082af4c55d4%22	https://theme650-coffe-shop.myshopify.com/products/illy-caffe-medium-roast-ground-coffee-red-band.oembed	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/products/illy-caffe-medium-roast-ground-coffee-red-band.oembed	(from https://theme650-coffe-shop.myshopify.com/products/illy-caffe-medium-roast-ground-coffee-red-band)
09:46:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:16:42%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_caffe_medium_roast_ground_coffee_red_band_1_grande.png?v=1553332914	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_caffe_medium_roast_ground_coffee_red_band_1_grandeb0f5.png	(from https://theme650-coffe-shop.myshopify.com/products/illy-caffe-medium-roast-ground-coffee-red-band)
09:46:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:16:43%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_caffe_medium_roast_ground_coffee_red_band_1_compact.png?v=1553332914	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_caffe_medium_roast_ground_coffee_red_band_1_compactb0f5.png	(from https://theme650-coffe-shop.myshopify.com/products/illy-caffe-medium-roast-ground-coffee-red-band)
09:46:44	312583/312583	---M--	200	added ('OK')	image/png	date:Fri,%2024%20Nov%202023%2016:56:46%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_caffe_medium_roast_ground_coffee_red_band_1_grande.png?v=1553332914	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_caffe_medium_roast_ground_coffee_red_band_1_grandeb0f5.png	(from https://theme650-coffe-shop.myshopify.com/products/illy-caffe-medium-roast-ground-coffee-red-band)
09:46:45	29618/29618	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Nov%202023%2004:16:44%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_caffe_medium_roast_ground_coffee_red_band_1_compact.png?v=1553332914	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_caffe_medium_roast_ground_coffee_red_band_1_compactb0f5.png	(from https://theme650-coffe-shop.myshopify.com/products/illy-caffe-medium-roast-ground-coffee-red-band)
09:46:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:16:44%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_caffe_medium_roast_ground_coffee_red_band_2_compact.png?v=1553332914	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_caffe_medium_roast_ground_coffee_red_band_2_compactb0f5.png	(from https://theme650-coffe-shop.myshopify.com/products/illy-caffe-medium-roast-ground-coffee-red-band)
09:46:47	28219/28219	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Nov%202023%2004:16:46%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_caffe_medium_roast_ground_coffee_red_band_2_compact.png?v=1553332914	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_caffe_medium_roast_ground_coffee_red_band_2_compactb0f5.png	(from https://theme650-coffe-shop.myshopify.com/products/illy-caffe-medium-roast-ground-coffee-red-band)
09:46:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:16:47%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_caffe_medium_roast_ground_coffee_red_band_3_compact.png?v=1553332914	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_caffe_medium_roast_ground_coffee_red_band_3_compactb0f5.png	(from https://theme650-coffe-shop.myshopify.com/products/illy-caffe-medium-roast-ground-coffee-red-band)
09:46:48	28806/28806	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Nov%202023%2004:16:47%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_caffe_medium_roast_ground_coffee_red_band_3_compact.png?v=1553332914	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_caffe_medium_roast_ground_coffee_red_band_3_compactb0f5.png	(from https://theme650-coffe-shop.myshopify.com/products/illy-caffe-medium-roast-ground-coffee-red-band)
09:46:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:16:48%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_caffe_medium_roast_ground_coffee_red_band_4_compact.png?v=1553332914	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_caffe_medium_roast_ground_coffee_red_band_4_compactb0f5.png	(from https://theme650-coffe-shop.myshopify.com/products/illy-caffe-medium-roast-ground-coffee-red-band)
09:46:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:16:49%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_caffe_medium_roast_ground_coffee_red_band_5_compact.png?v=1553332914	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_caffe_medium_roast_ground_coffee_red_band_5_compactb0f5.png	(from https://theme650-coffe-shop.myshopify.com/products/illy-caffe-medium-roast-ground-coffee-red-band)
09:46:50	29159/29159	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Nov%202023%2004:16:49%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_caffe_medium_roast_ground_coffee_red_band_4_compact.png?v=1553332914	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_caffe_medium_roast_ground_coffee_red_band_4_compactb0f5.png	(from https://theme650-coffe-shop.myshopify.com/products/illy-caffe-medium-roast-ground-coffee-red-band)
09:46:51	34040/34040	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Nov%202023%2004:16:50%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_caffe_medium_roast_ground_coffee_red_band_5_compact.png?v=1553332914	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_caffe_medium_roast_ground_coffee_red_band_5_compactb0f5.png	(from https://theme650-coffe-shop.myshopify.com/products/illy-caffe-medium-roast-ground-coffee-red-band)
09:46:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:16:51%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_ground_coffee_drip_grind_1_grande.png?v=1553332908	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_ground_coffee_drip_grind_1_grandea3d8.png	(from https://theme650-coffe-shop.myshopify.com/products/illy-ground-coffee-drip-grind)
09:46:52	2001/2001	---MCZ	200	added ('OK')	application/json+oembed	etag:%22cacheable:ac2d99bca04de50fda97f4d665cdf0bf%22	https://theme650-coffe-shop.myshopify.com/products/illy-ground-coffee-drip-grind.oembed	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/products/illy-ground-coffee-drip-grind.oembed	(from https://theme650-coffe-shop.myshopify.com/products/illy-ground-coffee-drip-grind)
09:46:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:16:53%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_ground_coffee_drip_grind_1_compact.png?v=1553332908	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_ground_coffee_drip_grind_1_compacta3d8.png	(from https://theme650-coffe-shop.myshopify.com/products/illy-ground-coffee-drip-grind)
09:46:53	331385/331385	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Nov%202023%2004:16:52%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_ground_coffee_drip_grind_1_grande.png?v=1553332908	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_ground_coffee_drip_grind_1_grandea3d8.png	(from https://theme650-coffe-shop.myshopify.com/products/illy-ground-coffee-drip-grind)
09:46:54	30213/30213	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Nov%202023%2004:16:53%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_ground_coffee_drip_grind_1_compact.png?v=1553332908	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_ground_coffee_drip_grind_1_compacta3d8.png	(from https://theme650-coffe-shop.myshopify.com/products/illy-ground-coffee-drip-grind)
09:46:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:16:53%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_ground_coffee_drip_grind_2_compact.png?v=1553332908	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_ground_coffee_drip_grind_2_compacta3d8.png	(from https://theme650-coffe-shop.myshopify.com/products/illy-ground-coffee-drip-grind)
09:46:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:16:55%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_ground_coffee_drip_grind_3_compact.png?v=1553332908	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_ground_coffee_drip_grind_3_compacta3d8.png	(from https://theme650-coffe-shop.myshopify.com/products/illy-ground-coffee-drip-grind)
09:46:56	37971/37971	---M--	200	added ('OK')	image/png	date:Fri,%2024%20Nov%202023%2003:15:48%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_ground_coffee_drip_grind_2_compact.png?v=1553332908	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_ground_coffee_drip_grind_2_compacta3d8.png	(from https://theme650-coffe-shop.myshopify.com/products/illy-ground-coffee-drip-grind)
09:46:57	29767/29767	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Nov%202023%2004:16:56%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_ground_coffee_drip_grind_3_compact.png?v=1553332908	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_ground_coffee_drip_grind_3_compacta3d8.png	(from https://theme650-coffe-shop.myshopify.com/products/illy-ground-coffee-drip-grind)
09:46:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:16:57%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_ground_coffee_drip_grind_4_compact.png?v=1553332908	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_ground_coffee_drip_grind_4_compacta3d8.png	(from https://theme650-coffe-shop.myshopify.com/products/illy-ground-coffee-drip-grind)
09:46:59	31071/31071	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Nov%202023%2004:16:58%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_ground_coffee_drip_grind_4_compact.png?v=1553332908	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_ground_coffee_drip_grind_4_compacta3d8.png	(from https://theme650-coffe-shop.myshopify.com/products/illy-ground-coffee-drip-grind)
09:46:59	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:16:58%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_ground_coffee_drip_grind_5_compact.png?v=1553332908	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_ground_coffee_drip_grind_5_compacta3d8.png	(from https://theme650-coffe-shop.myshopify.com/products/illy-ground-coffee-drip-grind)
09:47:00	35875/35875	---M--	200	added ('OK')	image/png	date:Fri,%2024%20Nov%202023%2003:15:47%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_ground_coffee_drip_grind_5_compact.png?v=1553332908	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/illy_ground_coffee_drip_grind_5_compacta3d8.png	(from https://theme650-coffe-shop.myshopify.com/products/illy-ground-coffee-drip-grind)
09:47:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:17:00%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/keurig_green_mountain_coffee_breakfast_blend_k_cup_1_grande.png?v=1553332896	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/keurig_green_mountain_coffee_breakfast_blend_k_cup_1_grande03c5.png	(from https://theme650-coffe-shop.myshopify.com/products/keurig-green-mountain-coffee-breakfast-blend-k-cup)
09:47:01	2598/2598	---MCZ	200	added ('OK')	application/json+oembed	etag:%22cacheable:279f46f983a67ab1aa02bc9a86172972%22	https://theme650-coffe-shop.myshopify.com/products/keurig-green-mountain-coffee-breakfast-blend-k-cup.oembed	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/products/keurig-green-mountain-coffee-breakfast-blend-k-cup.oembed	(from https://theme650-coffe-shop.myshopify.com/products/keurig-green-mountain-coffee-breakfast-blend-k-cup)
09:47:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:17:01%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/keurig_green_mountain_coffee_breakfast_blend_k_cup_2_compact.png?v=1553332896	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/keurig_green_mountain_coffee_breakfast_blend_k_cup_2_compact03c5.png	(from https://theme650-coffe-shop.myshopify.com/products/keurig-green-mountain-coffee-breakfast-blend-k-cup)
09:47:02	628562/628562	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Nov%202023%2004:17:01%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/keurig_green_mountain_coffee_breakfast_blend_k_cup_1_grande.png?v=1553332896	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/keurig_green_mountain_coffee_breakfast_blend_k_cup_1_grande03c5.png	(from https://theme650-coffe-shop.myshopify.com/products/keurig-green-mountain-coffee-breakfast-blend-k-cup)
09:47:05	54484/54484	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Nov%202023%2004:17:02%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/keurig_green_mountain_coffee_breakfast_blend_k_cup_2_compact.png?v=1553332896	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/keurig_green_mountain_coffee_breakfast_blend_k_cup_2_compact03c5.png	(from https://theme650-coffe-shop.myshopify.com/products/keurig-green-mountain-coffee-breakfast-blend-k-cup)
09:47:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:17:03%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/keurig_green_mountain_coffee_breakfast_blend_k_cup_3_compact.png?v=1553332896	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/keurig_green_mountain_coffee_breakfast_blend_k_cup_3_compact03c5.png	(from https://theme650-coffe-shop.myshopify.com/products/keurig-green-mountain-coffee-breakfast-blend-k-cup)
09:47:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:17:06%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/keurig_green_mountain_coffee_breakfast_blend_k_cup_4_compact.png?v=1553332896	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/keurig_green_mountain_coffee_breakfast_blend_k_cup_4_compact03c5.png	(from https://theme650-coffe-shop.myshopify.com/products/keurig-green-mountain-coffee-breakfast-blend-k-cup)
09:47:06	41745/41745	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Nov%202023%2004:17:05%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/keurig_green_mountain_coffee_breakfast_blend_k_cup_3_compact.png?v=1553332896	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/keurig_green_mountain_coffee_breakfast_blend_k_cup_3_compact03c5.png	(from https://theme650-coffe-shop.myshopify.com/products/keurig-green-mountain-coffee-breakfast-blend-k-cup)
09:47:08	31664/31664	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Nov%202023%2004:17:06%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/keurig_green_mountain_coffee_breakfast_blend_k_cup_4_compact.png?v=1553332896	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/keurig_green_mountain_coffee_breakfast_blend_k_cup_4_compact03c5.png	(from https://theme650-coffe-shop.myshopify.com/products/keurig-green-mountain-coffee-breakfast-blend-k-cup)
